Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05512068076048525,0.06322673634611352,0.05512068076048525,0.06052430346608162,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06052433019055894,0.06376712677300513,0.06052433019055894,0.0626857802271843,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06268578113128266,0.06430749020964927,0.06268578113128266,0.06376712769269943,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06376713998568122,0.06430750260680175,0.06160506797356217,0.062145430594682693,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06214540395457801,0.06268576634405935,0.060524316786133965,0.06106467917561531,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.061064707009593704,0.061064707009593704,0.05890325646645491,0.05944361910223961,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05944361707871196,0.060524342313492255,0.05674180399176123,0.05782252922654152,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05782253481013368,0.05782253481013368,0.05566108413185414,0.056201446801424026,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.056201454114277676,0.05728217959403992,0.05566109137439656,0.05728217959403992,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.057282152222391136,0.05944360214909045,0.0567417897407163,0.05890323966741562,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05890323638110639,0.059983961284160614,0.05890323638110639,0.059983961284160614,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05998398173802431,0.05998398173802431,0.05836289383067021,0.05944361910223961,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05944360214909045,0.05944360214909045,0.05890323966741562,0.05890323966741562,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05890325646645491,0.060524344373809005,0.05890325646645491,0.05944361910223961,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.059983961284160614,0.06160504863874195,0.059983961284160614,0.059983961284160614,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.059983961284160614,0.060524323735687724,0.059983961284160614,0.059983961284160614,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05998396463076528,0.06052432711244011,0.057822514704065964,0.05890323966741562,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05890325646645491,0.060524344373809005,0.05890325646645491,0.05944361910223961,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05944357892496235,0.06106466573664126,0.05944357892496235,0.06052430346608162,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.060524316786133965,0.06160504156509666,0.05944359200717127,0.06106467917561531,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06160506797356217,0.06322677736456069,0.06160506797356217,0.062145430594682693,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06214541771802796,0.06322676426384878,0.06214541771802796,0.0626857802271843,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.0626857802271843,0.0626857802271843,0.06052433019055894,0.0626857802271843,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06268576342371193,0.06538819677259067,0.062145401059404505,0.06484783440828323,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.0648478180871871,0.06538818031549454,0.0648478180871871,0.06538818031549454,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06538820930525135,0.06538820930525135,0.06268577543840942,0.06322675943374634,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06322675943374634,0.06376712190162259,0.06160505050265691,0.06322675943374634,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.06322677736456069,0.06322677736456069,0.0621454305946827,0.062145430594682693,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.062145417164667816,0.06268577966901262,0.06160505466032302,0.06241559609770775,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.06241560389664433,0.06971112246352176,0.062145424929845074,0.0686303973197937,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06917075767664191,0.0759259134553388,0.06917075767664191,0.07295391708612442,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07295393014437661,0.07403465544693962,0.07241294596542347,0.07349429279565811,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07349427290943637,0.07349427290943637,0.070791838856587,0.07133220136165619,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07133222944163034,0.07187259215941363,0.06809005313493063,0.06971114128828049,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.06971112246352176,0.06971112246352176,0.06754967217606565,0.0686303973197937,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.0686303973197937,0.06971112246352176,0.06809003474792967,0.0686303973197937,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.06863042162640554,0.06863042162640554,0.068090058863163,0.068090058863163,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.0686303973197937,0.06971112246352176,0.0686303973197937,0.0686303973197937,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.0686303973197937,0.06917075989165773,0.06754967217606565,0.0686303973197937,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.06863040296245518,0.0691707655787468,0.06809004034616356,0.0691707655787468,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.06917075989165773,0.06917075989165773,0.0686303973197937,0.0686303973197937,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.06863040296245518,0.07079185342762165,0.06863040296245518,0.0691707655787468,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.06917077857049721,0.07025150400606378,0.06917077857049721,0.06971114128828049,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.06971112819503841,0.06971112819503841,0.0691707655787468,0.0691707655787468,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.0691707655787468,0.07025149081133003,0.0691707655787468,0.0691707655787468,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,0.06917077857049721,0.07133222944163034,0.06917077857049721,0.06971114128828049,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,0.06971112246352176,0.06971112246352176,0.06809003474792967,0.0686303973197937,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,0.06863042162640554,0.06863042162640554,0.06754969609992045,0.068090058863163,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,0.06809000984075517,0.06863037221495584,0.06700928509235382,0.06700928509235382,8092800,0.0,0.0
