Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.40140690294939485,0.4479985568637617,0.35600983952019566,0.3763187527656555,271468800,0.0,0.0
1999-01-25 00:00:00-05:00,0.4061852185671455,0.4205211787169105,0.3763187351819397,0.4157428443431854,51048000,0.0,0.0
1999-01-26 00:00:00-05:00,0.42052119211548933,0.42888422772864115,0.37751331029588403,0.38348716497421265,34320000,0.0,0.0
1999-01-27 00:00:00-05:00,0.3846816620903485,0.39423928585154905,0.3631772615565783,0.3822925090789795,24436800,0.0,0.0
1999-01-28 00:00:00-05:00,0.3822925328424885,0.3846816860023686,0.378707832402386,0.3810979425907135,22752000,0.0,0.0
1999-01-29 00:00:00-05:00,0.3810979899895457,0.38229258038989716,0.3631773293018341,0.3631773293018341,24403200,0.0,0.0
1999-02-01 00:00:00-05:00,0.3631773850732066,0.37273501208495613,0.3631773850732066,0.3703458309173584,15470400,0.0,0.0
1999-02-02 00:00:00-05:00,0.3631773573355629,0.3727349836173494,0.33092169138483274,0.341673880815506,26409600,0.0,0.0
1999-02-03 00:00:00-05:00,0.33689554862957916,0.3536206906442286,0.33450543794217474,0.3488413989543915,7512000,0.0,0.0
1999-02-04 00:00:00-05:00,0.3536207064841297,0.37751333788896013,0.3488414145802115,0.36795666813850403,18192000,0.0,0.0
1999-02-05 00:00:00-05:00,0.3739296102583293,0.3822926468560228,0.36437198305259055,0.3787079453468323,13684800,0.0,0.0
1999-02-08 00:00:00-05:00,0.3810980272790699,0.3822926177963092,0.36556747555732727,0.36556747555732727,15408000,0.0,0.0
1999-02-09 00:00:00-05:00,0.3727350556902245,0.37512423713732623,0.34645230977653974,0.35123157501220703,8697600,0.0,0.0
1999-02-10 00:00:00-05:00,0.3512314460574834,0.3607881409934662,0.34167382143669733,0.3476467728614807,14822400,0.0,0.0
1999-02-11 00:00:00-05:00,0.34884145243819936,0.3918493420687497,0.34884145243819936,0.3775133788585663,13224000,0.0,0.0
1999-02-12 00:00:00-05:00,0.3822926069919457,0.4014069023815215,0.3822926069919457,0.39901772141456604,10972800,0.0,0.0
1999-02-16 00:00:00-05:00,0.4061852487242338,0.42291132065943565,0.3607882113894253,0.4014069139957428,21100800,0.0,0.0
1999-02-17 00:00:00-05:00,0.3918492246800879,0.39662851567091706,0.3727349318022933,0.3799033761024475,6772800,0.0,0.0
1999-02-18 00:00:00-05:00,0.39184925246541663,0.39662854379513673,0.37512413905467085,0.385876327753067,7070400,0.0,0.0
